b_id,bill_name,congno,total_amount,total_lobbyists,total_agencies,first_year,last_year,num_years
hr1304-115,H.R.1304,115.0,34586834.0,297.0,374.0,2017,2018,2
hr4158-115,H.R.4158,115.0,34584538.0,319.0,258.0,2017,2019,3
s1681-115,S.1681,115.0,34575000.0,144.0,128.0,2017,2018,2
hr2479-116,H.R.2479,116.0,34574318.0,358.0,690.0,2019,2020,2
hr2896-116,H.R.2896,116.0,34545726.0,159.0,203.0,2019,2020,2
hr1160-118,H.R.1160,118.0,34509428.0,205.0,195.0,2023,2023,1
hr722-117,H.R.722,117.0,34503397.0,91.0,72.0,2021,2022,2
hjres81-113,H.J.RES.81,113.0,34495000.0,461.0,844.0,2013,2014,2
hr1389-114,H.R.1389,114.0,34490000.0,342.0,267.0,2015,2016,2
hr2377-117,H.R.2377,117.0,34478883.0,379.0,357.0,2021,2022,2
hr1546-115,H.R.1546,115.0,34470000.0,179.0,98.0,2017,2018,2
hr737-113,H.R.737,113.0,34464890.0,217.0,422.0,2013,2014,2
hr2466-113,H.R.2466,113.0,34440000.0,108.0,181.0,2013,2014,2
hr793-117,H.R.793,117.0,34438711.0,288.0,636.0,2021,2022,2
hr2183-117,H.R.2183,117.0,34412000.0,165.0,137.0,2021,2022,2
s1972-114,S.1972,114.0,34402640.0,157.0,297.0,2015,2017,3
s2519-116,S.2519,116.0,34386000.0,212.0,280.0,2019,2020,2
hr1984-117,H.R.1984,117.0,34383995.0,367.0,729.0,2021,2022,2
hr5010-113,H.R.5010,113.0,34382806.0,182.0,206.0,2013,2015,3
s2583-115,S.2583,115.0,34380355.0,45.0,67.0,2017,2019,3
s142-114,S.142,114.0,34375918.0,642.0,999.0,2015,2016,2
hr5599-113,H.R.5599,113.0,34368000.0,84.0,111.0,2014,2014,1
s4324-116,S.4324,116.0,34347000.0,562.0,336.0,2020,2020,1
s4215-117,S.4215,117.0,34344436.0,168.0,95.0,2022,2022,1
s728-113,S.728,113.0,34344052.0,311.0,480.0,2013,2014,2
hr3138-117,H.R.3138,117.0,34339392.0,332.0,499.0,2021,2022,2
s934-114,S.934,114.0,34328212.0,221.0,707.0,2015,2016,2
hr711-114,H.R.711,114.0,34309375.0,503.0,651.0,2015,2016,2
hr5358-115,H.R.5358,115.0,34289329.0,403.0,813.0,2018,2019,2
hr3933-117,H.R.3933,117.0,34285800.0,241.0,597.0,2021,2023,3
s1222-114,S.1222,114.0,34284313.0,458.0,419.0,2015,2017,3
s1159-117,S.1159,117.0,34280000.0,276.0,328.0,2021,2022,2
s43-113,S.43,113.0,34250000.0,266.0,116.0,2013,2013,1
hr1013-113,H.R.1013,113.0,34250000.0,266.0,116.0,2013,2013,1
s1023-116,S.1023,116.0,34243211.0,271.0,451.0,2019,2020,2
s1975-117,S.1975,117.0,34240932.0,660.0,1219.0,2021,2022,2
hr7233-116,H.R.7233,116.0,34239240.0,260.0,197.0,2020,2020,1
hr2089-116,H.R.2089,116.0,34238682.0,361.0,1605.0,2019,2020,2
hr597-117,H.R.597,117.0,34230000.0,127.0,152.0,2021,2022,2
hr2128-115,H.R.2128,115.0,34217008.0,206.0,148.0,2017,2018,2
s2435-117,S.2435,117.0,34200000.0,153.0,318.0,2021,2022,2
hr7006-117,H.R.7006,117.0,34190000.0,205.0,132.0,2022,2022,1
s1652-113,S.1652,113.0,34165864.0,161.0,310.0,2013,2014,2
s1712-117,S.1712,117.0,34162696.0,157.0,126.0,2021,2023,3
hr320-114,H.R.320,114.0,34146500.0,239.0,255.0,2015,2016,2
hr2150-116,H.R.2150,116.0,34144721.0,463.0,637.0,2019,2020,2
s2223-113,S.2223,113.0,34135713.0,316.0,564.0,2014,2015,2
s698-117,S.698,117.0,34130000.0,116.0,133.0,2021,2022,2
s1258-116,S.1258,116.0,34129835.0,490.0,925.0,2019,2020,2
hr1892-116,H.R.1892,116.0,34116300.0,175.0,265.0,2019,2020,2
hr1791-117,H.R.1791,117.0,34115000.0,237.0,670.0,2021,2022,2
s2827-114,S.2827,114.0,34114000.0,256.0,323.0,2016,2017,2
s565-114,S.565,114.0,34110734.0,235.0,515.0,2015,2016,2
s427-117,S.427,117.0,34110000.0,107.0,110.0,2021,2022,2
hr3733-117,H.R.3733,117.0,34103563.0,265.0,277.0,2021,2022,2
hr3796-113,H.R.3796,113.0,34097770.0,319.0,248.0,2013,2015,3
hr2723-116,H.R.2723,116.0,34094921.0,137.0,205.0,2019,2020,2
hr6544-115,H.R.6544,115.0,34040000.0,183.0,110.0,2018,2018,1
s1224-114,S.1224,114.0,34037000.0,174.0,200.0,2015,2016,2
hr2295-113,H.R.2295,113.0,34032100.0,318.0,227.0,2013,2014,2
hr5605-115,H.R.5605,115.0,34013176.0,248.0,175.0,2018,2018,1
hr2584-116,H.R.2584,116.0,33992000.0,353.0,497.0,2019,2020,2
hr4618-117,H.R.4618,117.0,33960000.0,244.0,198.0,2021,2022,2
s121-116,S.121,116.0,33951572.0,283.0,776.0,2019,2020,2
s4729-117,S.4729,117.0,33940000.0,116.0,64.0,2021,2022,2
s4484-116,S.4484,116.0,33940000.0,159.0,191.0,2020,2020,1
hr724-114,H.R.724,114.0,33906172.0,394.0,371.0,2015,2016,2
hr2027-113,H.R.2027,113.0,33893420.0,366.0,206.0,2013,2014,2
s1789-113,S.1789,113.0,33892224.0,156.0,236.0,2013,2015,3
hr4156-113,H.R.4156,113.0,33882557.0,422.0,716.0,2014,2015,2
s2011-114,S.2011,114.0,33874877.0,499.0,620.0,2015,2017,3
hr5587-115,H.R.5587,115.0,33874453.0,304.0,537.0,2017,2019,3
s2785-115,S.2785,115.0,33860000.0,197.0,122.0,2018,2019,2
hr4709-113,H.R.4709,113.0,33857830.0,227.0,189.0,2014,2014,1
hr6585-116,H.R.6585,116.0,33846893.0,209.0,286.0,2020,2020,1
s4015-116,S.4015,116.0,33844000.0,218.0,145.0,2020,2020,1
s2844-115,S.2844,115.0,33839312.0,501.0,749.0,2017,2019,3
hr4299-113,H.R.4299,113.0,33829977.0,235.0,202.0,2014,2014,1
hr494-114,H.R.494,114.0,33827659.0,476.0,448.0,2015,2016,2
hr4013-113,H.R.4013,113.0,33815968.0,158.0,296.0,2013,2015,3
hr2084-116,H.R.2084,116.0,33794514.0,327.0,524.0,2019,2020,2
s1422-114,S.1422,114.0,33792311.0,216.0,311.0,2015,2017,3
hr1352-115,H.R.1352,115.0,33770000.0,196.0,146.0,2017,2018,2
s545-117,S.545,117.0,33725763.0,227.0,528.0,2021,2022,2
hr2402-114,H.R.2402,114.0,33717000.0,241.0,243.0,2015,2016,2
hr302-116,H.R.302,116.0,33713329.0,503.0,536.0,2019,2020,2
hr4287-115,H.R.4287,115.0,33710000.0,157.0,113.0,2017,2018,2
hr6202-117,H.R.6202,117.0,33702788.0,429.0,608.0,2021,2022,2
s3741-116,S.3741,116.0,33700062.0,370.0,360.0,2020,2020,1
hr2011-116,H.R.2011,116.0,33690000.0,201.0,170.0,2019,2020,2
hr6320-115,H.R.6320,115.0,33677008.0,167.0,112.0,2018,2018,1
s3768-116,S.3768,116.0,33675931.0,415.0,555.0,2020,2020,1
s1759-113,S.1759,113.0,33672621.0,256.0,384.0,2013,2014,2
s4918-117,S.4918,117.0,33670000.0,159.0,64.0,2022,2022,1
hr3050-115,H.R.3050,115.0,33667589.0,300.0,400.0,2017,2018,2
s1217-114,S.1217,114.0,33663737.0,327.0,345.0,2015,2017,3
s2563-117,S.2563,117.0,33585000.0,148.0,178.0,2021,2023,3
s710-113,S.710,113.0,33583038.0,449.0,353.0,2013,2014,2
s577-116,S.577,116.0,33582783.0,460.0,1567.0,2019,2020,2
hr1646-114,H.R.1646,114.0,33565178.0,103.0,96.0,2015,2016,2
hr4753-115,H.R.4753,115.0,33560000.0,173.0,101.0,2018,2018,1
s1236-114,S.1236,114.0,33559202.0,271.0,386.0,2015,2017,3
hr5590-115,H.R.5590,115.0,33558000.0,215.0,167.0,2018,2018,1
hr807-113,H.R.807,113.0,33555422.0,364.0,443.0,2013,2014,2
hr4075-117,H.R.4075,117.0,33551055.0,262.0,289.0,2021,2022,2
s1372-116,S.1372,116.0,33542104.0,215.0,386.0,2019,2020,2
hr6321-115,H.R.6321,115.0,33537000.0,162.0,118.0,2018,2018,1
hr6397-117,H.R.6397,117.0,33530000.0,185.0,125.0,2022,2022,1
hr6183-115,H.R.6183,115.0,33520000.0,162.0,100.0,2018,2018,1
hr5752-115,H.R.5752,115.0,33519000.0,185.0,230.0,2018,2018,1
hr1358-116,H.R.1358,116.0,33518652.0,253.0,490.0,2019,2020,2
s499-117,S.499,117.0,33510072.0,175.0,220.0,2021,2022,2
hr6696-115,H.R.6696,115.0,33510000.0,161.0,96.0,2018,2018,1
hr3896-116,H.R.3896,116.0,33508467.0,205.0,395.0,2019,2020,2
s3497-117,S.3497,117.0,33500000.0,192.0,130.0,2021,2022,2
s1457-117,S.1457,117.0,33478932.0,372.0,727.0,2021,2023,3
hr5261-115,H.R.5261,115.0,33465000.0,357.0,378.0,2018,2018,1
s3166-116,S.3166,116.0,33450000.0,198.0,150.0,2019,2020,2
s3468-116,S.3468,116.0,33433000.0,253.0,262.0,2020,2020,1
s1462-115,S.1462,115.0,33431562.0,284.0,324.0,2017,2018,2
hr1279-115,H.R.1279,115.0,33423000.0,256.0,279.0,2017,2018,2
ZZ6750834,SR115,116.0,33420000.0,21.0,16.0,2020,2020,1
s2987-116,S.2987,116.0,33413927.0,402.0,650.0,2019,2020,2
hr1985-117,H.R.1985,117.0,33411220.0,135.0,145.0,2021,2022,2
hr2685-117,H.R.2685,117.0,33400000.0,200.0,154.0,2021,2022,2
hr8966-117,H.R.8966,117.0,33375782.0,78.0,249.0,2022,2022,1
s2317-113,S.2317,113.0,33370000.0,31.0,32.0,2014,2015,2
hr6823-117,H.R.6823,117.0,33363615.0,390.0,546.0,2022,2023,2
hr5823-116,H.R.5823,116.0,33357000.0,270.0,351.0,2020,2020,1
hr7995-117,H.R.7995,117.0,33352531.0,337.0,312.0,2022,2023,2
hr1143-116,H.R.1143,116.0,33347855.0,273.0,472.0,2019,2020,2
hr1731-115,H.R.1731,115.0,33318454.0,432.0,569.0,2017,2019,3
hr5810-115,H.R.5810,115.0,33318000.0,211.0,138.0,2018,2018,1
hr4007-115,H.R.4007,115.0,33315000.0,195.0,230.0,2017,2019,3
hr1361-116,H.R.1361,116.0,33295000.0,318.0,378.0,2019,2020,2
s794-115,S.794,115.0,33285298.0,487.0,561.0,2017,2019,3
hr1323-116,H.R.1323,116.0,33275000.0,152.0,204.0,2019,2020,2
s2517-116,S.2517,116.0,33263139.0,284.0,561.0,2019,2020,2
s1423-115,S.1423,115.0,33256100.0,136.0,173.0,2017,2018,2
s785-116,S.785,116.0,33232577.0,887.0,1437.0,2019,2020,2
hr3630-113,H.R.3630,113.0,33215391.0,369.0,695.0,2013,2015,3
hr4042-117,H.R.4042,117.0,33213848.0,323.0,589.0,2021,2023,3
s1267-114,S.1267,114.0,33205098.0,412.0,1133.0,2015,2017,3
s1495-113,S.1495,113.0,33186563.0,200.0,275.0,2013,2014,2
hr1253-115,H.R.1253,115.0,33176532.0,209.0,99.0,2017,2018,2
s2448-117,S.2448,117.0,33173000.0,144.0,132.0,2021,2022,2
hr2921-115,H.R.2921,115.0,33170501.0,228.0,339.0,2017,2018,2
s3838-116,S.3838,116.0,33150000.0,195.0,113.0,2020,2020,1
s518-116,S.518,116.0,33133267.0,277.0,495.0,2019,2020,2
s1128-116,S.1128,116.0,33131523.0,312.0,313.0,2019,2020,2
hr2102-116,H.R.2102,116.0,33117050.0,245.0,393.0,2019,2020,2
hr4278-113,H.R.4278,113.0,33094700.0,304.0,448.0,2014,2014,1
s657-118,S.657,118.0,33093000.0,146.0,127.0,2023,2023,1
hr762-117,H.R.762,117.0,33084485.0,314.0,653.0,2021,2022,2
hr4050-113,H.R.4050,113.0,33061416.0,167.0,335.0,2013,2014,2
s4317-117,S.4317,117.0,33060980.0,224.0,245.0,2021,2021,1
hr2578-113,H.R.2578,113.0,33060084.0,237.0,100.0,2013,2014,2
hr3410-113,H.R.3410,113.0,33037971.0,183.0,241.0,2013,2015,3
s317-116,S.317,116.0,33023933.0,554.0,643.0,2019,2020,2
hr2575-117,H.R.2575,117.0,33017826.0,329.0,633.0,2021,2022,2
hr3283-113,H.R.3283,113.0,32990000.0,169.0,142.0,2013,2014,2
hr675-117,H.R.675,117.0,32974000.0,253.0,296.0,2021,2022,2
s2135-115,S.2135,115.0,32951735.0,541.0,773.0,2017,2019,3
hr96-113,H.R.96,113.0,32947997.0,142.0,134.0,2013,2014,2
hr434-114,H.R.434,114.0,32945601.0,325.0,1083.0,2015,2016,2
hr1225-116,H.R.1225,116.0,32941237.0,733.0,1646.0,2019,2020,2
s1112-115,S.1112,115.0,32931641.0,355.0,509.0,2017,2019,3
hr3099-114,H.R.3099,114.0,32917974.0,430.0,647.0,2015,2016,2
hr2735-117,H.R.2735,117.0,32917697.0,256.0,203.0,2021,2022,2
hr917-113,H.R.917,113.0,32917101.0,157.0,174.0,2013,2014,2
hr5218-117,H.R.5218,117.0,32874437.0,427.0,618.0,2021,2023,3
hr1226-116,H.R.1226,116.0,32873983.0,518.0,622.0,2019,2020,2
hr1461-114,H.R.1461,114.0,32860430.0,331.0,828.0,2015,2016,2
hr358-116,H.R.358,116.0,32859982.0,208.0,318.0,2019,2020,2
s1324-113,S.1324,113.0,32844000.0,236.0,318.0,2013,2014,2
s494-117,S.494,117.0,32839189.0,271.0,320.0,2021,2022,2
s240-114,S.240,114.0,32836024.0,154.0,45.0,2015,2016,2
s1500-114,S.1500,114.0,32835237.0,419.0,840.0,2015,2016,2
s627-113,S.627,113.0,32827675.0,185.0,132.0,2013,2014,2
hr331-116,H.R.331,116.0,32817900.0,238.0,250.0,2019,2020,2
hr3140-113,H.R.3140,113.0,32784864.0,322.0,353.0,2013,2014,2
s2176-113,S.2176,113.0,32775579.0,497.0,928.0,2013,2015,3
hr5018-113,H.R.5018,113.0,32769045.0,164.0,241.0,2013,2015,3
hr6048-117,H.R.6048,117.0,32768000.0,257.0,301.0,2021,2023,3
hr1344-117,H.R.1344,117.0,32763079.0,373.0,722.0,2021,2022,2
hr1342-116,H.R.1342,116.0,32760307.0,446.0,574.0,2019,2020,2
s4116-116,S.4116,116.0,32755801.0,397.0,723.0,2020,2020,1
hr5842-115,H.R.5842,115.0,32750000.0,157.0,91.0,2018,2018,1
hr5836-115,H.R.5836,115.0,32750000.0,157.0,91.0,2018,2018,1
hr5838-115,H.R.5838,115.0,32750000.0,157.0,91.0,2018,2018,1
hr5854-115,H.R.5854,115.0,32750000.0,157.0,91.0,2018,2018,1
hr5847-115,H.R.5847,115.0,32750000.0,157.0,91.0,2018,2018,1
hr5835-115,H.R.5835,115.0,32750000.0,157.0,91.0,2018,2018,1
hr5843-115,H.R.5843,115.0,32750000.0,157.0,91.0,2018,2018,1
hr2870-115,H.R.2870,115.0,32730000.0,197.0,127.0,2017,2019,3
hr4482-115,H.R.4482,115.0,32727000.0,159.0,135.0,2017,2018,2
hr5573-114,H.R.5573,114.0,32701690.0,227.0,308.0,2016,2016,1
hr2474-117,H.R.2474,117.0,32690000.0,239.0,366.0,2021,2022,2
s2918-117,S.2918,117.0,32666000.0,193.0,248.0,2021,2022,2
hr5538-115,H.R.5538,115.0,32649881.0,420.0,695.0,2017,2018,2
s1268-114,S.1268,114.0,32631917.0,215.0,422.0,2015,2016,2
hr2566-114,H.R.2566,114.0,32617500.0,203.0,101.0,2015,2016,2
hr4364-113,H.R.4364,113.0,32594103.0,222.0,452.0,2014,2015,2
s665-116,S.665,116.0,32590644.0,355.0,546.0,2019,2020,2
hr3811-117,H.R.3811,117.0,32590000.0,140.0,69.0,2021,2022,2
s1209-114,S.1209,114.0,32590000.0,145.0,143.0,2015,2016,2
s2313-116,S.2313,116.0,32580000.0,251.0,238.0,2019,2020,2
s187-117,S.187,117.0,32580000.0,173.0,155.0,2021,2022,2
hr5329-115,H.R.5329,115.0,32568108.0,159.0,124.0,2018,2018,1
hr2415-113,H.R.2415,113.0,32557040.0,486.0,447.0,2013,2015,3
s1514-113,S.1514,113.0,32549000.0,243.0,352.0,2013,2014,2
hr5202-115,H.R.5202,115.0,32540000.0,223.0,236.0,2018,2018,1
s2837-115,S.2837,115.0,32535910.0,336.0,366.0,2017,2018,2
s289-116,S.289,116.0,32532407.0,248.0,457.0,2019,2020,2
hres122-113,H.RES.122,113.0,32500000.0,294.0,159.0,2013,2013,1
s1364-114,S.1364,114.0,32470000.0,133.0,71.0,2015,2017,3
hr2547-113,H.R.2547,113.0,32465100.0,306.0,200.0,2013,2014,2
hr1636-117,H.R.1636,117.0,32458528.0,237.0,486.0,2021,2022,2
s320-115,S.320,115.0,32419452.0,192.0,454.0,2017,2018,2
hr3183-114,H.R.3183,114.0,32417016.0,236.0,140.0,2015,2017,3
hr8649-117,H.R.8649,117.0,32413058.0,275.0,612.0,2022,2023,2
s1988-116,S.1988,116.0,32405500.0,193.0,409.0,2019,2020,2
hr5963-115,H.R.5963,115.0,32402722.0,311.0,426.0,2017,2019,3
s3556-117,S.3556,117.0,32381452.0,124.0,174.0,2022,2022,1
s350-117,S.350,117.0,32376031.0,393.0,871.0,2021,2022,2
hr3942-116,H.R.3942,116.0,32352000.0,315.0,393.0,2019,2020,2
s1658-113,S.1658,113.0,32336000.0,452.0,316.0,2013,2015,3
hr1198-117,H.R.1198,117.0,32335498.0,226.0,380.0,2021,2022,2
s2037-113,S.2037,113.0,32334525.0,403.0,343.0,2013,2014,2
hr851-116,H.R.851,116.0,32331359.0,142.0,220.0,2019,2020,2
hr4028-117,H.R.4028,117.0,32330000.0,204.0,191.0,2021,2022,2
hr1892-114,H.R.1892,114.0,32316874.0,199.0,445.0,2015,2016,2
hr796-117,H.R.796,117.0,32315000.0,156.0,108.0,2021,2022,2
hr5602-117,H.R.5602,117.0,32304349.0,230.0,299.0,2021,2022,2
hr2591-116,H.R.2591,116.0,32299238.0,240.0,352.0,2019,2020,2
hr4032-117,H.R.4032,117.0,32290000.0,211.0,205.0,2021,2022,2
s949-116,S.949,116.0,32289627.0,641.0,655.0,2019,2020,2
hr1637-117,H.R.1637,117.0,32278701.0,232.0,940.0,2021,2022,2
s700-114,S.700,114.0,32278442.0,247.0,214.0,2015,2016,2
hr1439-116,H.R.1439,116.0,32275000.0,503.0,478.0,2019,2020,2
s1129-114,S.1129,114.0,32273000.0,504.0,367.0,2015,2016,2
hr209-118,H.R.209,118.0,32264920.0,225.0,260.0,2023,2023,1
hr4046-117,H.R.4046,117.0,32240000.0,219.0,197.0,2021,2022,2
hr7003-117,H.R.7003,117.0,32223683.0,384.0,388.0,2022,2023,2
s2083-115,S.2083,115.0,32220000.0,160.0,94.0,2017,2018,2
s1225-113,S.1225,113.0,32191917.0,154.0,317.0,2013,2014,2
hr6567-117,H.R.6567,117.0,32182379.0,128.0,185.0,2022,2023,2
hr2116-117,H.R.2116,117.0,32180000.0,234.0,239.0,2021,2022,2
hr465-114,H.R.465,114.0,32170595.0,370.0,878.0,2015,2016,2
s1558-115,S.1558,115.0,32170000.0,176.0,130.0,2017,2018,2
s1933-114,S.1933,114.0,32159873.0,217.0,153.0,2015,2015,1
hr2411-116,H.R.2411,116.0,32151210.0,490.0,856.0,2019,2020,2
s1559-115,S.1559,115.0,32150000.0,173.0,124.0,2017,2017,1
hr5634-115,H.R.5634,115.0,32145074.0,285.0,485.0,2017,2018,2
s1182-114,S.1182,114.0,32134376.0,133.0,93.0,2015,2016,2
hr3969-117,H.R.3969,117.0,32134000.0,151.0,133.0,2021,2022,2
hr4596-114,H.R.4596,114.0,32123477.0,202.0,164.0,2016,2016,1
s726-116,S.726,116.0,32115548.0,447.0,508.0,2019,2020,2
hres601-117,H.RES.601,117.0,32115144.0,281.0,566.0,2021,2023,3
s1407-114,S.1407,114.0,32110311.0,294.0,534.0,2015,2017,3
hr2375-113,H.R.2375,113.0,32109724.0,321.0,306.0,2013,2015,3
s1523-116,S.1523,116.0,32109402.0,228.0,269.0,2019,2020,2
hr7072-117,H.R.7072,117.0,32105000.0,254.0,272.0,2022,2023,2
s568-115,S.568,115.0,32103981.0,377.0,410.0,2017,2018,2
s2543-113,S.2543,113.0,32100000.0,74.0,117.0,2014,2015,2
hr2514-115,H.R.2514,115.0,32090013.0,178.0,360.0,2017,2018,2
s2256-114,S.2256,114.0,32078178.0,256.0,246.0,2015,2017,3
s924-114,S.924,114.0,32070000.0,408.0,474.0,2015,2016,2
s2015-117,S.2015,117.0,32070000.0,170.0,227.0,2021,2022,2
s1476-113,S.1476,113.0,32061600.0,165.0,217.0,2013,2014,2
hr2827-113,H.R.2827,113.0,32055363.0,254.0,302.0,2013,2014,2
hr5564-116,H.R.5564,116.0,32048000.0,128.0,111.0,2019,2020,2
hr3412-114,H.R.3412,114.0,32037673.0,191.0,155.0,2015,2016,2
hr3225-114,H.R.3225,114.0,32025000.0,227.0,120.0,2015,2017,3
hr3760-113,H.R.3760,113.0,32020000.0,239.0,241.0,2013,2014,2
hr5067-113,H.R.5067,113.0,32000000.0,52.0,49.0,2014,2014,1
hr4648-115,H.R.4648,115.0,31992210.0,389.0,470.0,2017,2018,2
hr4994-113,H.R.4994,113.0,31989999.0,463.0,624.0,2014,2015,2
hr2536-114,H.R.2536,114.0,31983794.0,337.0,434.0,2015,2016,2
hr2059-116,H.R.2059,116.0,31957891.0,266.0,1468.0,2019,2020,2
hr2900-117,H.R.2900,117.0,31953490.0,217.0,470.0,2021,2022,2
hr3323-114,H.R.3323,114.0,31949741.0,363.0,336.0,2015,2017,3
hr68-113,H.R.68,113.0,31949028.0,160.0,272.0,2013,2014,2
s1123-117,S.1123,117.0,31930000.0,145.0,74.0,2021,2021,1
s419-116,S.419,116.0,31930000.0,130.0,81.0,2019,2020,2
hr6143-115,H.R.6143,115.0,31926559.0,260.0,370.0,2018,2018,1
hr962-113,H.R.962,113.0,31924700.0,381.0,361.0,2013,2014,2
hr485-118,H.R.485,118.0,31922528.0,201.0,190.0,2023,2023,1
s704-117,S.704,117.0,31919813.0,285.0,330.0,2021,2022,2
hr54-114,H.R.54,114.0,31907000.0,170.0,214.0,2015,2016,2
s3614-115,S.3614,115.0,31891588.0,190.0,199.0,2018,2019,2
hr4190-113,H.R.4190,113.0,31883747.0,240.0,269.0,2014,2015,2
hr1781-117,H.R.1781,117.0,31882800.0,94.0,162.0,2021,2022,2
hr3910-115,H.R.3910,115.0,31882420.0,355.0,363.0,2017,2019,3
hr5533-115,H.R.5533,115.0,31880000.0,207.0,170.0,2017,2018,2
hr1098-114,H.R.1098,114.0,31880000.0,237.0,231.0,2015,2016,2
s2609-115,S.2609,115.0,31871440.0,140.0,204.0,2017,2019,3
hr5336-115,H.R.5336,115.0,31862000.0,23.0,33.0,2018,2019,2
hr1631-117,H.R.1631,117.0,31850000.0,156.0,149.0,2021,2022,2
hr5523-116,H.R.5523,116.0,31833172.0,256.0,302.0,2019,2020,2
hr1112-116,H.R.1112,116.0,31833048.0,614.0,943.0,2019,2020,2
hr369-117,H.R.369,117.0,31827208.0,236.0,359.0,2021,2022,2
hr5856-112,H.R.5856,112.0,31814714.0,470.0,593.0,2013,2013,1
s2032-113,S.2032,113.0,31806000.0,174.0,163.0,2014,2015,2
hr1236-116,H.R.1236,116.0,31802110.0,810.0,612.0,2019,2020,2
hr4850-116,H.R.4850,116.0,31790000.0,161.0,131.0,2019,2020,2
hjres75-117,H.J.RES.75,117.0,31774778.0,622.0,928.0,2022,2022,1
hr1517-114,H.R.1517,114.0,31766378.0,346.0,202.0,2015,2016,2
s1759-114,S.1759,114.0,31760000.0,158.0,53.0,2015,2016,2
hr4158-117,H.R.4158,117.0,31752334.0,124.0,112.0,2021,2022,2
hr7331-117,H.R.7331,117.0,31740000.0,211.0,126.0,2021,2022,2
hr6314-117,H.R.6314,117.0,31740000.0,152.0,208.0,2021,2022,2
hr2418-117,H.R.2418,117.0,31735861.0,351.0,527.0,2021,2022,2
hr3354-113,H.R.3354,113.0,31735000.0,288.0,536.0,2013,2014,2
s1260-114,S.1260,114.0,31728000.0,89.0,56.0,2015,2016,2
s1363-113,S.1363,113.0,31712000.0,221.0,288.0,2013,2015,3
s2343-115,S.2343,115.0,31707738.0,197.0,250.0,2018,2018,1
hr6410-116,H.R.6410,116.0,31701722.0,246.0,226.0,2020,2020,1
hr514-116,H.R.514,116.0,31695636.0,166.0,410.0,2019,2020,2
hr4374-117,H.R.4374,117.0,31683497.0,229.0,453.0,2021,2022,2
hr4067-114,H.R.4067,114.0,31648567.0,261.0,264.0,2015,2017,3
hr2353-116,H.R.2353,116.0,31638917.0,396.0,561.0,2019,2020,2
s596-117,S.596,117.0,31627842.0,580.0,605.0,2021,2022,2
hr1325-117,H.R.1325,117.0,31622534.0,222.0,213.0,2021,2022,2
hr1860-116,H.R.1860,116.0,31620000.0,151.0,101.0,2019,2020,2
s2603-116,S.2603,116.0,31609915.0,201.0,127.0,2019,2020,2
s1356-114,S.1356,114.0,31604355.0,462.0,591.0,2015,2017,3
hr3699-116,H.R.3699,116.0,31600000.0,168.0,293.0,2019,2020,2
hr3088-116,H.R.3088,116.0,31595000.0,200.0,146.0,2019,2020,2
hr2852-113,H.R.2852,113.0,31583523.0,465.0,534.0,2013,2014,2
s524-117,S.524,117.0,31580923.0,337.0,529.0,2021,2022,2
s2372-117,S.2372,117.0,31563263.0,932.0,1269.0,2021,2023,3
hr2039-114,H.R.2039,114.0,31553555.0,237.0,157.0,2015,2016,2
hr6978-117,H.R.6978,117.0,31546415.0,241.0,293.0,2021,2022,2
hr2860-117,H.R.2860,117.0,31538567.0,145.0,376.0,2021,2022,2
hr5283-114,H.R.5283,114.0,31531648.0,168.0,292.0,2016,2017,2
hr5815-115,H.R.5815,115.0,31530000.0,215.0,262.0,2018,2019,2
hr2163-115,H.R.2163,115.0,31520386.0,46.0,33.0,2017,2018,2
hr4687-116,H.R.4687,116.0,31508029.0,232.0,451.0,2019,2020,2
hr4275-115,H.R.4275,115.0,31494000.0,180.0,183.0,2017,2018,2
hr7647-116,H.R.7647,116.0,31487382.0,177.0,182.0,2020,2020,1
hr3537-114,H.R.3537,114.0,31460589.0,243.0,233.0,2015,2016,2
hr4320-117,H.R.4320,117.0,31460000.0,64.0,143.0,2021,2022,2
s365-118,S.365,118.0,31453629.0,221.0,296.0,2023,2023,1
s1111-113,S.1111,113.0,31450000.0,132.0,219.0,2013,2014,2
s192-114,S.192,114.0,31432207.0,676.0,1127.0,2015,2016,2
s877-115,S.877,115.0,31430000.0,213.0,183.0,2017,2019,2
hr1549-117,H.R.1549,117.0,31414198.0,225.0,429.0,2021,2022,2
sjres35-114,S.J.RES.35,114.0,31397848.0,223.0,317.0,2016,2016,1
s1594-114,S.1594,114.0,31397830.0,174.0,276.0,2015,2017,3
s2506-116,S.2506,116.0,31396600.0,221.0,303.0,2019,2020,2
hr322-113,H.R.322,113.0,31392203.0,264.0,185.0,2013,2014,2
s1693-117,S.1693,117.0,31381603.0,312.0,516.0,2021,2023,3
hr1661-114,H.R.1661,114.0,31375000.0,310.0,218.0,2015,2016,2
s2815-115,S.2815,115.0,31365000.0,103.0,117.0,2018,2018,1
hr1421-115,H.R.1421,115.0,31364521.0,367.0,408.0,2017,2018,2
hr1373-113,H.R.1373,113.0,31354452.0,322.0,480.0,2013,2014,2
s1288-116,S.1288,116.0,31344270.0,289.0,567.0,2019,2020,2
hr1597-114,H.R.1597,114.0,31340984.0,582.0,770.0,2015,2016,2
hr6505-115,H.R.6505,115.0,31327535.0,235.0,306.0,2018,2019,2
hr1960-114,H.R.1960,114.0,31326309.0,327.0,405.0,2015,2016,2
